"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7224","test_login_orange_hrm[chromium]","tests.methods.ui","2026-07-17","passed","2026-07-17","","test_login_orange_hrm_with_pom","",""
